Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
11897,NY,Zero Emission Vehicle (ZEV) Rebate and ZEV Fueling Infrastructure Grant for Municipalities,"The New York State Department of Environmental Conservation's (NYSDEC)
Municipal ZEV Program offers rebates to cities, towns, villages,
counties, and New York City boroughs for the purchase or lease of
eligible ZEVs and grants for purchase and installation of public ZEV
fueling infrastructure. Rebates of up to \$7,500 are available for ZEVs
and up to \$500,000 for ZEV fueling infrastructure. ZEV rebate amounts
vary based on a vehicle's all-electric range and gross vehicle weight
rating. Municipalities may apply for multiple ZEV rebates, worth up to
\$375,000, and multiple ZEV infrastructure grants, worth up to
\$500,000. Additional rules and conditions apply. For more information,
including eligible projects and application periods, see the NYSDEC
[Grant Funding for
Municipalities](http://www.dec.ny.gov/energy/109181.html) website.
",,,false,42,State Incentives,"",2021-06-11 19:51:48 UTC,,,,"",ELEC|HY|PHEV,GNT|RBATE,"",STATION|GOV,"",,
11900,WI,Electric Vehicle (EV) Fees,"In addition to standard registration fees, all-electric vehicle owners
must pay an annual fee of \$175. Plug-in hybrid electric vehicle and
hybrid electric vehicle owners must pay an annual fee of \$75.

(Reference [Senate Bill 70, 2023](https://legis.wisconsin.gov/) and [Wisconsin Statutes 341.25(1)(L)](http://legis.wisconsin.gov/rsb/stats.html))",2017-09-21 00:00:00 UTC,2023-06-30 00:00:00 UTC,false,47,Laws and Regulations,"",2019-07-24 19:32:17 UTC,,,,"",ELEC|HEV|PHEV,"",EVFEE|FUEL,FLEET|IND,https://legis.wisconsin.gov/|http://legis.wisconsin.gov/rsb/stats.html|https://legis.wisconsin.gov/,amended,2023-06-30
11901,WI,Volkswagen (VW) Settlement Allocation,"The Wisconsin Department of Administration (DOA) may use funds awarded
to Wisconsin through the [VW Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
to replace vehicles in the state fleet. The DOA will also establish a
grant program for alternative fuels, electric vehicle chargers, and the
replacement of school buses. For more information, see the DOA [VW
Mitigation Program](https://doa.wi.gov/Pages/vwsettlementwisconsin.aspx)
website.
",2017-09-21 00:00:00 UTC,,false,55,Laws and Regulations,"",2017-12-07 22:07:52 UTC,2027-06-30 00:00:00 UTC,,,"",OTHER,"",AIRQEMISSIONS,OTHER,https://legis.wisconsin.gov/|http://www.legis.state.wi.us/rsb/stats.html,enacted,2017-09-21
11908,CA,Electric Vehicle (EV) Charging Station Rebate - South Coast and MSRC,"The South Coast Air Quality Management District (SCAQMD) and the Mobile
Source Air Pollution Reduction Review Committee's (MSRC) Residential EV
Charging Incentive Pilot Program offers rebates of up to \$500 for the
purchase of a qualified residential Level 2 EV charger. Funding is
available on a first-come, first-served basis to low-income residents
within the SCAQMD jurisdiction. Additional terms and conditions apply.
For more information, including application guidelines, see the
[Residential EV Charging Incentive Pilot
Program](http://www.aqmd.gov/home/programs/community/community-detail?title=ev-charging-incentive)
website.
",,,false,77,State Incentives,"",2018-01-22 13:39:39 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION,"",,
11910,NJ,Natural Gas Vehicle (NGV) Weight Exemption,"An NGV may exceed the state's gross vehicle weight limits by a weight
equal to the difference between the weight of the vehicle with the
natural gas tank and fueling system and the weight of a comparable
vehicle with a diesel tank and fueling system. The NGV maximum gross
weight may not exceed 82,000 pounds.

(Reference [New Jersey Statutes 39:3-84.1](http://www.njleg.state.nj.us/))",2018-01-16 00:00:00 UTC,,false,21,State Incentives,"",2018-01-29 17:35:56 UTC,,,,"",NG,EXEM,"",FLEET|GOV|IND,http://www.njleg.state.nj.us/|http://www.njleg.state.nj.us/,enacted,2018-01-16
11911,CO,Colorado Electric Vehicle (EV) Plan,"The Colorado Department of Transportation (CDOT), along with the
Transportation Electrification Workgroup, will develop a zero emission
vehicle (ZEV) and clean transportation plan containing strategies that
support the deployment of ZEVs and expand mobility options to save
energy, reduce congestion, and improve the safety of Colorado's
transportation network. In March 2023, CDOT released the [Colorado EV
Plan
2023](https://energyoffice.colorado.gov/zero-emission-vehicles/colorado-ev-plan-2020)
(Plan), supporting the state's long-term goal of electrifying 100% of
light-duty vehicles (LDVs) and transitioning 100% of medium- and
heavy-duty vehicles (MHDVs) to ZEVs by 2050. To meet these goals, the
Plan recommends the following actions:

Increase the number of light-duty EVs to 940,000 by 2030;

Increase adoption of medium- and heavy-duty ZEVs to at least 30% of new
sales by 2030;

Work with utilities, private companies, site hosts, local governments,
and others to increase the deployment of EV chargers and infrastructure
across the state to meet 2030 LDV and MHDV ZEV goals;

Encourage the replacement of car trips with electric mobility options
where feasible;

Engage community-based organizations and underserved communities in EV
deployment planning; and

Establish workforce development and training goals to support ZEV and
related infrastructure deployment.

(Reference [Executive Order B 2019 002, 2019](https://www.colorado.gov/governor/executive-orders) and [Colorado Revised Statutes 24-38.5-110](http://www.lexisnexis.com/hottopics/Colorado/))",2018-01-01 00:00:00 UTC,,false,39,Laws and Regulations,"",2023-05-26 16:54:18 UTC,,,,"",ELEC|PHEV,"",AIRQEMISSIONS|CCEINIT,OTHER,https://www.colorado.gov/governor/executive-orders|http://www.lexisnexis.com/hottopics/Colorado/,enacted,2018-01-01
11919,MI,Natural Gas Vehicle (NGV) Weight Exemption,"A vehicle primarily powered by natural gas may exceed the state's axle
and weight loading limits by the amount equal to the difference between
the weight of the vehicle with the natural gas tank and fueling system
and the weight of a comparable vehicle with a diesel tank and fueling
system, up to 2,000 pounds. The NGV maximum gross weight may not exceed
82,000 pounds.

(Reference [Michigan Compiled Laws 257.722](http://www.legislature.mi.gov/(S(nek0u5b2eb5elar22jpc3r4o))/mileg.aspx?page=home))",2017-10-09 00:00:00 UTC,,false,36,State Incentives,"",2018-02-09 20:07:54 UTC,,,,"",NG,EXEM,"",FLEET|GOV|IND,http://www.legislature.mi.gov/|http://www.legislature.mi.gov/(S(nek0u5b2eb5elar22jpc3r4o))/mileg.aspx?page=home,enacted,2017-10-09
11920,NC,Natural Gas Vehicle (NGV) Weight Exemption,"A vehicle primarily powered by natural gas may exceed the state's gross
vehicle weight limits by a weight equal to the difference between the
average weight of the vehicle with the natural gas tank and fueling
system and the average weight of a comparable vehicle with a diesel tank
and fueling system. The NGV maximum gross weight may not exceed 82,000
pounds.

(Reference [North Carolina General Statutes 20-118](https://www.ncleg.gov/Laws/GeneralStatutes))",2016-07-11 00:00:00 UTC,,false,20,State Incentives,"",2018-02-09 20:15:30 UTC,,,,"",NG,EXEM,"",FLEET|GOV|IND,https://www.ncleg.net/|https://www.ncleg.gov/Laws/GeneralStatutes,enacted,2016-07-11
11927,FL,Electric Vehicle (EV) Charging Station and Natural Gas Vehicle (NGV) Policies for Condominiums,"Condominium associations may not prohibit or restrict the installation
or use of an EV charger or NGV fueling station in a homeowner's
designated parking space. Condominium associations may put reasonable
restrictions on EV chargers or NGV fueling stations, but the policies
may not significantly increase the cost of the EV charger or NGV fueling
station or prohibit installation. Homeowners may be required to comply
with applicable safety codes and architectural standards, engage a
licensed installation contractor, provide a certificate of insurance,
and reimburse the cost of any increased insurance premium associated
with the EV charger or NGV fueling station. The homeowner of the parking
space equipped with EV chargers or NGV fuel is responsible for the cost
of the installation, operation, maintenance, repair, removal, or
replacement of the station, as well as any resulting damage to the EV
charger or surrounding area.

(Reference [Florida Statutes 718.113](http://www.flsenate.gov/Laws/))",2018-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,false,57,Laws and Regulations,"",2018-03-14 13:50:35 UTC,,,,"",ELEC|PHEV,"",RTC,MUD|IND,http://www.flsenate.gov/|http://www.flsenate.gov/Laws/|http://www.flsenate.gov/,amended,2021-07-01
11930,AR,Public Utility Definition,"A person or corporation that supplies electricity to the public
exclusively to charge electric vehicles is not defined as a public
utility.

(Reference [Arkansas Code 23-1-101(9))](https://www.arkleg.state.ar.us/))",2017-02-28 00:00:00 UTC,,false,25,Laws and Regulations,"",2018-03-21 14:55:38 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,https://www.arkleg.state.ar.us/|https://www.arkleg.state.ar.us/,enacted,2017-02-28
11931,IN,Electric Vehicle (EV) Registration Fee,"EV owners are required to pay an additional registration fee of \$221,
and plug-in hybrid and hybrid electric vehicle owners are required to
pay an additional registration fee of \$74. EV fees will be updated
annually based on the special fuel tax index factor. For more
information, see the Indiana Bureau of Motor Vehicles [Fee
Chart](https://www.in.gov/bmv/files/Fee_Chart.pdf)

(Reference [Indiana Code 9-18.1-5-12, 6-6-1.6-2(b), and C 6-6-1.6-3](http://www.in.gov/legislative/ic/code/))",2017-04-27 00:00:00 UTC,2023-05-04 00:00:00 UTC,false,90,Laws and Regulations,"",2024-01-06 18:53:46 UTC,,,,"",ELEC|HEV|PHEV,"",EVFEE|FUEL,FLEET|IND,http://www.in.gov/legislative/ic/code/|http://iga.in.gov/,amended,2023-05-04
11935,MA,Electric Vehicle (EV) and Autonomous Vehicles (AV) Support,"The Massachusetts Commission on the Future of Transportation in the
Commonwealth (Commission) was established to advise the Governor's
Office on how to understand and plan for transportation advancements,
including the increasing deployment of EVs and AVs, in the Commonwealth
from 2020 through 2040. The Commission investigated the following
topics:

-   Transportation electrification and the infrastructure necessary to
    support the increasing deployment of EVs;
-   Autonomous and connected vehicles and the infrastructure necessary
    to support the increasing deployment of these technologies;
-   Impact of on-demand transit and mobility services on public
    transportation;
-   Impact of greenhouse gas emissions on transportation and methods to
    increase resiliency of transportation infrastructure; and
-   Land use or demographic changes that will shape future
    transportation planning.

The Commission submitted a
[report](https://www.mass.gov/lists/choices-for-stewardship-recommendations-to-meet-the-transportation-future)
on its findings and recommendations to the Governor's Office in December
2018. For more information, see the
[Commission](https://www.mass.gov/orgs/commission-on-the-future-of-transportation)
website.

(Reference [Executive Order 579 and 580, 2019](https://www.mass.gov/massachusetts-executive-orders))",2018-01-23 00:00:00 UTC,2018-02-05 00:00:00 UTC,false,27,Laws and Regulations,"",2018-12-20 22:54:46 UTC,,,,"",AUTONOMOUS|ELEC|PHEV,"",DREST|OTHER,"",https://www.mass.gov/massachusetts-executive-orders|https://www.mass.gov/massachusetts-executive-orders,amended,2018-02-05
11936,ME,Autonomous Vehicles (AVs) Support,"The [Commission on AVs](https://www.maine.gov/mdot/autonomous-vehicles/)
(Commission) was established to support the testing and deployment of
AVs on public roads in Maine and make recommendations for changes needed
to existing state laws for the purposes of governing AVs. The Commission
must coordinate with state agencies and consult outside experts and the
public for their input on deploying and regulating AVs. The Commission
will deliver an initial report detailing its progress by January 15,
2020, and a final report on its findings by January 15, 2022, to the
Joint Standing Committee on Transportation. The Commission must also
develop a process for authorizing an AV tester to deploy AVs on public
roads.

(Reference [Maine Department of Transportation Rules 800](https://www.maine.gov/sos/cec/rules/17/229/229c800.docx))",2018-03-28 00:00:00 UTC,,false,50,Laws and Regulations,"",2018-04-02 18:37:59 UTC,,,,"",OTHER,"",DREST|OTHER,OTHER,http://legislature.maine.gov/|https://www.maine.gov/sos/cec/rules/17/229/229c800.docx,enacted,2018-03-28
11940,OR,Volkswagen (VW) Settlement Allocation,"The Department Environmental Quality (DEQ), with the Oregon Department
of Transportation (ODOT), Oregon Department of Energy (ODOE), and Oregon
Health Authority Public Health Division, engaged stakeholders and
received public comments to inform the development of a plan to leverage
up to 15% of the [VW Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
to support vehicle electrification. The
[plan](https://www.oregon.gov/deq/FilterDocs/VWenviroMitPlanFS.pdf)
includes the development and maintenance of electric vehicle chargers,
with a focus on rural and low-income communities.

ODOT, with ODOE, DEQ, the Public Utility Commission, and local
governments, must develop proposals for future 30-month investment
periods of Electrify America's Zero-Emission Vehicle Investment Plan.
More information can be found on the [Go Electric
Oregon](https://goelectric.oregon.gov/) website.

(Reference [Executive Order 17-21, 2017](http://www.oregon.gov/gov/admin/pages/executive-orders.aspx))",2017-11-06 00:00:00 UTC,,false,44,Laws and Regulations,"",2018-04-11 15:49:40 UTC,,,,"",ELEC|PHEV,"",AIRQEMISSIONS,OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx,enacted,2017-11-06
11941,OR,Electric Vehicle (EV) Charger Building Standards for New Construction,"Twenty percent of parking spaces at all newly constructed commercial
buildings, multifamily residences with five or more units, and mixed-use
developments must have the electrical capacity to support Level 2 EV
chargers. New residential construction must be able to support the
installation of one Level 2 EV chargers.

(Reference [Oregon Revised Statutes 455.417](https://www.oregonlegislature.gov/))",2017-11-06 00:00:00 UTC,2021-09-25 00:00:00 UTC,false,45,Laws and Regulations,"",2021-10-11 20:56:42 UTC,,,,"",ELEC|PHEV,"",BUILD|OTHER,MUD|OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx|https://www.oregonlegislature.gov/|https://www.oregonlegislature.gov/|https://www.oregonlegislature.gov/,amended,2021-09-25
11942,OR,Establishment of Recognition Programs for Electric Vehicle (EV) Adoption,"The Oregon Department of Energy (ODOE) must provide Governor's Awards
for automobile dealerships to encourage sales of EVs. ODOE must also
provide Governor's Awards for businesses and organizations that support
EV adoption through installing charging infrastructure and using EVs in
their fleets. More information, including nomination forms, can be found
on the [Go Electric Oregon](https://goelectric.oregon.gov/) website.

(Reference [Executive Order 17-21, 2017](http://www.oregon.gov/gov/admin/pages/executive-orders.aspx))",2017-11-06 00:00:00 UTC,,false,49,Laws and Regulations,"",2018-04-11 15:54:29 UTC,,,,"",ELEC|PHEV,"",OTHER,OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx,enacted,2017-11-06
11943,OR,Zero-Emission Buses Support,"The Oregon Department of Energy (ODOE), with the Oregon Department of
Transportation (ODOT), Public Utility Commission (PUC), Department of
Environmental Quality (DEQ), and the Department of Education, was
directed to develop tools and provide assistance for school districts
considering zero-emission bus options when replacing school buses.

ODOT, with ODOE, PUC, and DEQ, developed tools and best practices to
help transit agencies when making decisions about using zero-emission
buses in transit fleets. ODOT also worked with transit agencies, ODOE,
DEQ, and the Oregon Health Authority Public Health Division to access
the environmental, public health, and financial benefits of an
accelerated transition to zero-emission buses. For more information, see
ODOE's [Guide to School Bus
Electrification](https://www.oregon.gov/energy/energy-oregon/Documents/2022-Jan-14-School-Bus-Electrification-Guidebook.pdf)
and the ODOT [Transit Fleet
Electrification](https://www.oregon.gov/odot/rptd/pages/electrification.aspx)
website.

(Reference [Executive Order 17-21, 2017](https://www.oregon.gov/gov/Pages/executive-orders.aspx))",2017-11-06 00:00:00 UTC,,false,46,Laws and Regulations,"",2018-04-11 16:00:37 UTC,,,,"",ELEC,"",AIRQEMISSIONS,OTHER,https://www.oregon.gov/gov/Pages/executive-orders.aspx,enacted,2017-11-06
11951,WA,Volkswagen (VW) Settlement Allocation,"The Washington State Department of Ecology (Ecology) will work with the
Office of the Governor and state agencies to select projects and
distribute funding to leverage 15% of Washington\'s portion of the [VW
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
for the acquisition, installation, operation, and maintenance of
light-duty zero-emission vehicle charging infrastructure.

Ecology will establish a competitive process to identify and select
projects to fund with the remaining 85% of the appropriation to maximize
total air pollution reduction and health benefits, improve air quality
in areas disproportionately affected by air pollution, leverage
additional matching funds, achieve substantial emission reduction beyond
what would occur absent the funding, accelerate fleet turnover to the
cleanest engines, and accelerate adoption of electric vehicles,
equipment, and vessels. As appropriate, Ecology will work with state
agencies to select projects and distribute funding. For more
information, see the Ecology [VW Enforcement
Action](https://ecology.wa.gov/About-us/How-we-operate/Grants-loans/Find-a-grant-or-loan/Volkswagen-enforcement-action-grants)
website.
",2018-03-27 00:00:00 UTC,,false,75,Laws and Regulations,"",2018-04-24 21:28:51 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",enacted,2018-03-27
11956,GA,Autonomous Vehicle Operation,"A person can operate a fully autonomous vehicle with the automated
driving system engaged without a driver being present in the vehicle, if
the vehicle is in compliance with federal motor vehicle safety standards
and is registered as a fully autonomous vehicle. Other conditions may
apply.

(Reference [Georgia Code 40-1-1 and 40-8-11](https://www.legis.ga.gov/))",2017-05-08 00:00:00 UTC,,false,57,Laws and Regulations,"",2018-05-04 20:47:23 UTC,,,,"",AUTONOMOUS,"",DREST,IND,https://www.legis.ga.gov/,enacted,2017-05-08
11964,NE,Autonomous Vehicle Operation,"A fully autonomous vehicle or a driverless-capable vehicle may operate
without a driver present in the vehicle, if the vehicle is capable of
operating in compliance with traffic and motor safety laws and
regulations, is registered, and is insured. When a driver is present,
the driver must be licensed properly if manual control of the vehicle is
necessary. Other conditions apply.

(Reference [Nebraska Revised Statutes 60-3301 through 60-3311](http://nebraskalegislature.gov/laws/browse-statutes.php))",2018-04-23 00:00:00 UTC,,false,43,Laws and Regulations,"",2018-05-14 21:45:24 UTC,,,,"",AUTONOMOUS,"",DREST|REGIS,FLEET|IND,https://nebraskalegislature.gov|http://nebraskalegislature.gov/laws/browse-statutes.php,enacted,2018-04-23
11968,NJ,Zero Emission Vehicle (ZEV) Deployment Support,"New Jersey joined California, Connecticut, Maine, Maryland,
Massachusetts, New York, Oregon, Rhode Island, and Vermont in signing a
[memorandum of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle (EV) chargers and hydrogen fueling stations, and
available information regarding workplace fueling for ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in electric vehicle
    technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi-State ZEV Task
Force](https://www.nescaum.org/our-work/clean-transportation/adoption-of-electric-cars)
website.
",2018-05-03 00:00:00 UTC,,false,21,Laws and Regulations,"",2018-06-25 19:41:39 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS,OTHER,"",enacted,2018-05-03
11969,TN,Methanol Tax Exemption,"Methanol sold for use as a motor fuel that is not blended with gasoline,
diesel, other fuels, or petroleum products is exempt from gasoline and
diesel fuel use taxes.

(Reference [Tennessee Code 67-3-419](https://www.tncourts.gov/Tennessee%20Code))",2018-05-15 00:00:00 UTC,,false,12,State Incentives,"",2018-06-06 17:21:17 UTC,,,,"",OTHER,EXEM,"",STATION,http://wapp.capitol.tn.gov/apps/billsearch/BillSearchAdvanced.aspx|https://www.tncourts.gov/Tennessee%20Code,enacted,2018-05-15
11970,TN,Autonomous Vehicle (AV) Operation Authorization,"AVs may operate on public roads without a driver present in the vehicle
if the AV meets the following requirements:

-   It complies with all applicable Federal Motor Vehicle Safety
    Standards;
-   It is capable of reaching a reasonably safe state in the event that
    the automated driving system fails; and
-   It is registered in the state as an AV that can operate without any
    supervision by a driver

An AV is defined as any vehicle that is equipped with a technology that
has the capability to operate the vehicle without the direct control of
the driver.

(Reference [Tennessee Code 55-8-202](https://www.tncourts.gov/Tennessee%20Code))",2017-06-06 00:00:00 UTC,,false,29,Laws and Regulations,"",2018-06-06 17:40:50 UTC,,,,"",AUTONOMOUS,"",DREST,OTHER,http://wapp.capitol.tn.gov/apps/billsearch/BillSearchAdvanced.aspx|https://www.tncourts.gov/Tennessee%20Code,enacted,2017-06-06
11971,TN,Ethanol Blend Specifications,"Ethanol-blended gasoline sold in the state must meet
[ASTM](https://www.astm.org/Standard/index.html) Standard D4814.

(Reference [Tennessee Code 47-18-1304](https://www.tncourts.gov/Tennessee%20Code))",2017-04-07 00:00:00 UTC,,false,43,Laws and Regulations,"",2018-06-06 17:46:26 UTC,,,,"",ETH,"",STD,STATION,http://wapp.capitol.tn.gov/apps/billsearch/BillSearchAdvanced.aspx|https://www.tncourts.gov/Tennessee%20Code,enacted,2017-04-07
11974,KY,Alternative Fuel Manufacturing Tax Incentives,"Companies that engage in energy-efficient alternative fuel production
may be eligible for an incentive through Kentucky Enterprise Initiative
Act (KEIA). The Kentucky Cabinet for Economic Development (Cabinet)
provides a refund of Kentucky sales and use tax paid by approved
companies for building and construction materials for the acquisition,
construction, or expansion of a new or existing facility or eligible
equipment used in research and development. Energy-efficient alternative
fuels are defined as homogeneous fuels that are produced from processes
designed to densify feedstocks such as coal, waste coal, or biomass
resources and have an energy content that is greater than the feedstock.
For more information, including qualifications and the application
process, see the Cabinet [Business
Incentives](https://ced.ky.gov/Locating_Expanding/kybizince) website.

(Reference [Kentucky Revised Statutes 154.31](https://legislature.ky.gov/Law/Statutes/Pages/default.aspx))",2018-04-26 00:00:00 UTC,,false,17,State Incentives,"",2023-06-02 18:40:40 UTC,,,,"",BIOD|ETH,TAX,"",AFP,https://legislature.ky.gov/Law/Statutes/Pages/default.aspx|https://legislature.ky.gov/Legislation/Pages/default.aspx|https://legislature.ky.gov/Legislation/Pages/default.aspx,enacted,2018-04-26
11975,KY,Alternative Fuel Production Tax Incentives,"Companies that engage in alternative fuel production and hydrogen
transmission pipelines may be eligible for the Kentucky Business
Investment (KBI) Program. The Kentucky Cabinet for Economic Development
(Cabinet) provides income tax credits and wage assessment incentives to
eligible companies that locate or expand operations in Kentucky.
Energy-efficient alternative fuels are defined as homogeneous fuels that
are produced from processes designed to densify feedstocks such as coal,
waste coal, or biomass resources and have an energy content that is
greater than the feedstock. The incentive offsets eligible expenses for
up to 15 years for an economic development project located in an
enhanced incentive county or 10 years for an economic development
project located in another county. An approved company may be eligible
for a credit of up to 100% of the Kentucky corporate income or limited
liability entity tax liability and wage assessment fees are available.
For more information, including qualifications and the application
process, see the Cabinet [Business
Incentives](https://ced.ky.gov/Locating_Expanding/kybizince) website.

(Reference [Kentucky Revised Statutes 154.32-020](https://legislature.ky.gov/Law/Statutes/Pages/default.aspx))",2018-04-26 00:00:00 UTC,,false,19,State Incentives,"",2023-06-02 18:44:25 UTC,,,,"",BIOD|ETH|HY,TAX,"",AFP,https://legislature.ky.gov/Law/Statutes/Pages/default.aspx|https://legislature.ky.gov/Legislation/Pages/default.aspx,enacted,2018-04-26
11976,IA,Electric Vehicle (EV) Infrastructure Study,"The Iowa Economic Development Authority (IEDA), in collaboration with
the Iowa Department of Transportation and Iowa utility industry,
conducted a study of EV charging infrastructure to evaluate costs and
benefits associated with different options for EV infrastructure
support. IEDA submitted the [study
report](https://opportunityiowa.gov/media/218/download?inline) to the
general assembly in February 2019. For more information, see the IEDA
[Energy Plans and
Reports](https://www.iowaeda.com/iowa-energy-office/plan/) website.
",2018-05-04 00:00:00 UTC,,false,110,Laws and Regulations,"",2019-07-09 17:59:45 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION,https://www.legis.iowa.gov/|https://www.legis.iowa.gov/,enacted,2018-05-04
11979,MD,Alternative Fuel Vehicle (AFV) Access to Tunnels,"An AFV powered by propane or natural gas may only use the Baltimore
Harbor Tunnel and the Fort McHenry Tunnel if the vehicle has a dedicated
alternate fuel system installed by the manufacturer of the vehicle or a
fuel system that has been properly converted to an alternate fuel
system, conforms to applicable federal regulations and industry
standards, has a fuel capacity that does not exceed 150 pounds, and
displays all proper markings and symbols.

(Reference [Code of Maryland Regulations 11.07.01.03](https://dsd.maryland.gov/Pages/COMARSearch.aspx))",,,false,63,Laws and Regulations,"",2018-06-18 15:16:12 UTC,,,,"",NG|LPG,"",DREST,FLEET|GOV|IND,https://dsd.maryland.gov/Pages/COMARSearch.aspx,,
11980,MA,Alternative Fuel Vehicle (AFV) Access to Massachusetts Turnpike and Tunnels,"An AFV powered by hydrogen, propane, or natural gas may only use the
Massachusetts Turnpike at or between Interchange 1 in West Stockbridge
and Interchange 14 in Weston if the vehicle has a special fuel
transportation permit issued by the Massachusetts Department of
Transportation. The AFV must conform to applicable federal and state
laws and regulations. An AFV powered by compressed natural gas or
propane may only use Massachusetts tunnels if the vehicle conforms to
applicable federal regulations and industry standards, displays required
markings to identify its alternative fuel system, and is not used to
transport fuel. Additional requirements apply to vehicles powered by
propane, compressed natural gas, and hydrogen in the Ted Williams Tunnel
and Central Artery North Area Tunnel.

(Reference [Code of Massachusetts Regulations 700-7.06 and 700-7.07](https://www.mass.gov/code-of-massachusetts-regulations-cmr))",,,false,65,Laws and Regulations,"",2018-06-18 15:20:52 UTC,,,,"",HY|NG|LPG,"",DREST,FLEET|GOV|IND,https://www.mass.gov/|https://www.mass.gov/code-of-massachusetts-regulations-cmr,,
11981,OH,Medium- and Heavy-Duty Emissions Reduction Grants,"The Ohio Environmental Protection Agency (Ohio EPA) offers grants for
the replacement or repower of eligible on- and off-road vehicles and
equipment. Eligible on-road projects include Class 4-8 trucks, school,
shuttle, and public transit buses. Eligible off-road projects include
airport ground support equipment, ferries, forklifts, port cargo
handling equipment, and freight-switcher locomotives. Eligible projects
may also include alternative fuel infrastructure if the applicant
conducts a site assessment. All vehicles and equipment must be certified
by the U.S. Environmental Protection Agency or the California Air
Resources Board. Additional terms and conditions apply. This program is
funded by Ohio's portion of the [Volkswagen (VW) Environmental
Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including application periods, see the [Ohio
EPA](https://epa.ohio.gov/divisions-and-offices/environmental-education/grant-programs/vw-mitigation-grants)
website.
",,,false,10,State Incentives,"",2022-03-03 16:30:39 UTC,,,,"",ELEC|HEV|NG|LPG,GNT,"","","",,
11985,NV,Heavy-Duty Vehicle Emissions Reduction Grants,"The Nevada Division of Environmental Protection (NDEP) administers
Nevada's portion of the [Volkswagen (VW) Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
through the Nevada Diesel Emission Mitigation Fund. The fund assists
publicly- and privately-owned fleets with the replacement or repower of
model year 2009 or older medium- and heavy-duty diesel-powered vehicles.
Funding amounts vary based on vehicle, applicant, and fuel type. For
more information, including application periods and guidelines, see the
NDEP [VW Settlement Funds](https://ndep.nv.gov/air/vw-settlement)
website.
",,,false,3,State Incentives,"",2018-06-25 19:25:22 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|NG|LPG,GNT,"",FLEET|GOV,"",,
11992,PA,Medium- and Heavy-Duty Vehicle Rebates,"The Pennsylvania Department of Environmental Protection (DEP) offers
rebates for the replacement or repower of Class 4-8 local freight trucks
and port drayage trucks, school buses, transit buses, and shuttle buses
with new diesel, electric, or alternative fuel vehicles or technologies.
Vehicles or engines being replaced or repowered must be scrapped in
accordance with program guidelines. Two funding options are available
based on fleet size. DEP must approve all project applications and will
process rebates on a first-come, first-served basis. This rebate program
is funded by Pennsylvania's portion of the [Volkswagen Environmental
Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidelines, grant amounts, and
application periods, see the [Driving Pennsylvania
Forward](http://www.depgis.state.pa.us/DrivingPAForward/) website.
",,,false,4,State Incentives,"",2018-06-28 13:26:37 UTC,,,,"",AFTMKTCONV|EFFEC,RBATE,"",FLEET|GOV,"",,
